time_sec,hr_mean,hr_slope,spo2_mean,spo2_slope,sbp_mean,dbp_mean,motion_mean,confidence_mean,anomaly_score,anomaly_flag,anomaly_norm,spo2_risk,trend_risk,risk_score,alert_raw,alert,ground_truth
79,80.77993005889145,0.0141340991609333,97.3075075977346,-0.031890199554079,121.34774855226853,80.45279877547291,0.1654574654325933,0.8491328489467593,-0.054550193623701,0,0.1935008192909951,0.0081664721512372,0.1091209440333502,13.111998728575008,0,0,0
84,80.42520188013268,-0.055151222507788,97.1189922196248,-0.0358710130946732,121.2865736656798,80.27015568253424,0.177258154651801,0.8390994803384844,-0.0532412028548049,0,0.1978833693250631,0.0224748527533865,0.2183207910139808,16.893289251740317,0,0,0
89,80.29243645391217,-0.0431530881329982,97.05018864945592,-0.0281122260785,121.91730552844498,80.42985437308374,0.1730931773090916,0.8426901267859025,-0.05613756890655,0,0.1881862274961306,0.0276970668699975,0.1703751974615956,15.07450863605435,0,0,0
94,80.37309531998427,-0.1471850019454641,96.93635014954718,-0.0122990506275039,122.91203678109758,81.05444413744696,0.1635388864858242,0.8506599593479601,-0.0377375826533402,0,0.2497900694001182,0.0363374473005174,0.384462184471522,24.75011795016192,0,0,0
99,79.830323951578,-0.0783753765399278,96.93076416705598,0.0049435045965626,122.88422535972153,80.55934332150655,0.1631863621922885,0.8509116591945083,-0.0596670504334199,0,0.1763693913859186,0.0367614252503399,0.1996264866278568,15.542492673138431,0,0,0
104,79.21680032167984,-0.0352183587955646,96.97789539221012,0.0240647189544295,122.64687839922804,80.33973639394539,0.1592547367892746,0.8543823609647472,-0.0458886906856359,0,0.2224998549589922,0.0331841494094367,0.1412970112470863,16.027586073550935,0,0,0
109,79.38612450544993,0.0343794786178273,96.891843985957,0.0022556142668512,122.77886362738047,79.47967192272087,0.1526002521330635,0.860152966712746,-0.0690060290329453,0,0.1451021418742768,0.0397154800858268,0.0863354585008332,10.639480450455371,0,0,0
114,79.61812715209042,0.0277341033062349,97.02237512189876,0.0024214645793275,121.68856962518622,79.94805355824438,0.1500995162113295,0.8620193686256232,-0.0861933690502998,0,0.0875582849056621,0.0298081229661458,0.0706111122895736,7.0924100732932285,0,0,0
119,79.91033558983823,0.1005314458426388,96.92897467568802,-0.0155631159271219,122.2437597720471,79.39104976563733,0.15575215791686,0.8570233037530958,-0.0535483505109583,0,0.1968550274887995,0.0368972482470298,0.2791656734752747,18.955666543638817,0,0,0
124,80.61387885905431,0.164642921555988,96.8989947206479,-0.0221296525185508,120.67888697981924,78.57933103904529,0.1507053025924253,0.8613607823964877,-0.0390861208092042,0,0.2452751132359064,0.0391727369177711,0.4506852733156319,26.5677685996197,0,0,0
129,80.36504777700353,0.0440368721745255,96.85524846283568,-0.0139992350301919,120.27284941411062,79.05959788119345,0.1402208590561519,0.8702553273474892,-0.0849961315498289,0,0.0915666808188745,0.0424930925989526,0.1382708948925929,9.576322739700569,0,0,0
134,80.20620436537916,-0.1204417840054949,96.78969571581187,0.0115813461930085,119.82628873749748,79.45499038176654,0.1395902800414895,0.8707166788607764,-0.0806306887838029,0,0.1061823464122258,0.0474685681454974,0.3178207175807384,15.793110210943397,0,0,0
139,79.88978292173275,-0.1275636181077969,96.95422688346962,0.0081791105832225,118.74451277274042,80.10860340059962,0.1421913583572221,0.8684434199260275,-0.0824700530402394,0,0.1000240861125696,0.0349805971833001,0.3268473444509456,15.506236582822854,0,0,0
144,80.06364151956387,-0.0890701019369659,96.91055514087552,0.0298548678213146,119.51567634608396,80.28597172683719,0.1356280663748222,0.8741482176306608,-0.0764880952028755,0,0.1200519046021078,0.0382952971343647,0.2860344354812353,15.349534237229744,0,0,0
149,79.98913968311325,0.0053418891787408,97.01513368458708,0.0145536844381275,117.56089360662226,81.08598244728975,0.130410747666352,0.878595196314678,-0.0366649215265493,0,0.2533813789566596,0.0303577504936238,0.0457124195569286,14.647596544413318,0,0,0
154,79.64896326763264,0.1707354169196032,96.9743576174264,-0.0121767396044135,117.88175547293665,81.41286301251087,0.1354404682152384,0.8744002371057107,-0.0425598257518463,0,0.2336450192150322,0.0334526677053855,0.441316910342619,25.59081162513789,0,0,0
159,80.32355311957984,0.1729847274493157,97.06344305000502,-0.004524650337604,118.3612566122661,81.44430066107597,0.1440040698068608,0.8671079179726421,-0.0606012032660776,0,0.1732418127766047,0.0266910534104514,0.4282055845314624,22.04207924298313,0,0,0
164,81.38195352703707,0.1527189252632297,97.13216203763282,0.0045308946038441,118.78724271392512,80.97325030319675,0.1418184962476855,0.868897618119094,-0.0611583268158381,0,0.1713765423025876,0.021475259137157,0.379040205454728,20.369538461514367,0,0,0
169,81.735047376501,0.0367717954874908,97.06193583672872,0.0050418575294822,119.56469196441756,81.1287007821063,0.1553373478978449,0.8573576731682788,-0.0837504023522389,0,0.095737428747022,0.0268054514050454,0.0989026563135016,8.29006015485706,0,0,0
174,81.3825035731693,-0.058597305784547,97.09512601592355,0.0135189928510057,119.00210256673864,80.08626757913363,0.1601245947959997,0.8534053454068832,-0.0806048241082019,0,0.1062689423131516,0.0242863056412616,0.1724403447842847,10.97238357201136,0,0,0
179,81.61706721802257,-0.0241385132027014,97.09369952277476,0.0099125560908748,118.32894575016964,79.18053777589246,0.1608455444456724,0.8528847519299888,-0.0677722992627516,0,0.1492327152708738,0.0243945769510307,0.0800646158742365,10.351465778791402,0,0,0
184,81.44734219596927,-0.0740817953537228,97.15437362689212,-0.0186838268412813,117.77347773623026,80.22873314334859,0.1585338272849736,0.8546435285724167,-0.0570054315755199,0,0.1852805908332626,0.0197893920419243,0.2225515971864938,16.336365298096435,0,0,0
189,81.0184932269348,-0.1143712276389597,97.1797559853993,0.0016820249746474,117.7556718626233,79.9286686285262,0.1525335863548833,0.8597138361018716,-0.0753562464057512,0,0.1238413766918003,0.0178628624943491,0.2790654254674126,14.921288848499378,0,0,0
194,80.3448414114267,-0.0439821933220182,97.23278910978598,0.0266696142315746,117.66264481978308,80.07273918902806,0.1582647963819382,0.8549090320151788,-0.057471576444629,0,0.1837199203835255,0.0138376305167018,0.1688863551323921,14.52933928348208,0,0,0
199,80.26481070945394,-0.0005799941153479,97.21035630604462,-0.0004788812178668,116.93074415415968,79.60908490990887,0.1477534353806895,0.8638788478069132,-0.0717165768619134,0,0.1360271264024681,0.0155402878655248,0.0,7.112162077433903,0,0,0
204,80.86253881714237,0.0064783563442783,97.07037847398615,-0.0159615347583205,116.3625040977702,80.12872022609254,0.1504295129926086,0.8614041129300894,-0.0516939997945439,0,0.2030634630167667,0.0261646523976835,0.0518869044184649,12.233073331345956,0,0,0
209,80.8512362583623,0.1251978862646995,97.03463727415928,-0.0234552613471489,117.64125136721402,80.67405602632397,0.1540733369843217,0.8583090874522746,-0.0441021881119346,0,0.2284811323684881,0.0288774214854272,0.358178020213629,22.746945654541825,0,0,0
214,81.47217419405635,0.1847907210179059,96.94996666789396,-0.0518085017847128,117.54270759613756,80.16094174599509,0.1606824307700056,0.8525780004362091,-0.0169795956890185,0,0.3192885858445005,0.035303948978336,0.571603315186605,33.818607727389896,0,0,0
219,81.35599193293531,0.0345109507811925,96.826161531203,-0.0314856555797815,116.41037124305755,79.92252336313508,0.1689278855338811,0.8457147672886863,-0.0240833585037605,0,0.2955049223492927,0.0447008004927183,0.1575892314627108,20.39693907120033,0,0,0
224,81.29211507870043,-0.0943805864880209,96.72747726858778,0.0133918011169031,116.18069725046426,79.79022533338406,0.1673248233663307,0.8471788501905971,-0.0199799441604363,0,0.3092433069868681,0.0521909692158166,0.2589696332074863,24.27507372988433,0,0,0
229,80.8108177644118,-0.2237856308344436,96.82109216701492,0.0328267699966301,117.36282911512792,80.08627546258133,0.1643228273231944,0.8498388035624209,-0.0231500275313345,0,0.2986297493398234,0.0450855669395788,0.6201707858190858,34.438322380355324,0,0,0
234,80.45141272150106,-0.1676526697996318,96.98255501855932,0.0362350420288696,118.12325272870665,79.9043052783298,0.1660604794081313,0.8483658662898149,-0.0457804111706861,0,0.2228623788233373,0.0328304822023537,0.4922198536333895,26.566324194215625,0,0,0
239,79.97712850017452,-0.1049684215471737,97.00620055898752,0.0290331086400644,118.09549591132186,80.265682652503,0.16204713545718,0.8517363299846691,-0.0494014718155615,0,0.2107389324021344,0.0310357777311184,0.3226218482765007,20.836317623024115,0,0,0
244,79.2865487449491,0.0457019257582257,97.0510975100215,-0.0082441508532051,118.75917925752276,79.67680044311669,0.1591460470378472,0.854398621729064,-0.0847404228960873,0,0.0924228029518915,0.0276280840473912,0.1283453128364616,9.02406121363625,0,0,0
249,79.27124678048865,0.0102424898857628,97.0814127961854,-0.0192373649985255,119.7603584989678,80.41273187567049,0.1515852251653401,0.8607525745700646,-0.0910515830398185,0,0.0712928028326067,0.0253271436315739,0.0689713091909,6.140322289988815,0,0,0
254,80.1745381942355,0.1636409114158621,96.96367770048003,-0.0345998473929645,119.88182630112728,80.55865515961402,0.146391033210394,0.8652287690116355,-0.0489099559884742,0,0.2123845457677374,0.0342632769936041,0.4785159718932623,25.659971985056824,0,0,0
259,80.53617760848576,0.0637269242671103,96.90188838164892,-0.0201646413115336,118.8095532545824,80.58005260478852,0.1523891248454355,0.8599482690186768,-0.0688444298444427,0,0.1456431819991624,0.0389531070745646,0.2010162626437609,14.091709120762244,0,0,0
264,79.80935968663847,-0.0716064737466452,96.8456431290414,0.0056633859111493,118.87676191707946,80.12545266839076,0.1516139622434934,0.8607535711365644,-0.0869014733592821,0,0.0851875252049875,0.0432221406645127,0.1849468753934941,10.672225335344455,0,0,0
269,79.4765895929364,-0.1218028092735571,96.90012282362588,0.0258658544387389,119.52720874406056,79.77581928024159,0.1466940648449711,0.8651782422525327,-0.0656919914159778,0,0.1561976637192414,0.0390871135223256,0.3557888997645089,19.265292449343853,0,0,0
274,79.58571130184413,-0.0778648204600985,97.04170896839788,0.028037925295953,118.34375800045538,80.42484329612829,0.1444033032907953,0.8670602580668183,-0.040215653918824,0,0.2414933941545565,0.0283406775142842,0.2544324339950842,20.27445627786604,0,0,0
279,79.85967744506785,-0.0985439262681744,97.03962425244056,0.0245577957983425,118.5525258294422,80.39182311127728,0.140014355523796,0.8707251623407974,-0.0535976441508776,0,0.1966899905393868,0.0284989081566013,0.2961704715860956,19.289591837684235,0,0,0
284,79.30894376102434,0.1324034455438585,97.0124747304842,-0.0203343671293632,117.98896697457845,79.91771461658473,0.1415118862886925,0.8693404029297095,-0.0584015012386127,0,0.1806064974057678,0.0305595660043221,0.3680905813335924,20.68423363038261,0,0,0
289,79.26858859065315,0.1572565886324906,96.97495798922915,-0.030615046633437,118.26785223722344,79.41104310113134,0.1318171310989075,0.8777054671146188,-0.0302866310885741,0,0.2747361338109028,0.0334070992836311,0.4533524470178885,28.00552208675441,0,0,0
294,79.70726392623945,0.0231194575409031,97.0212195130144,-0.0136408496437726,118.27058125752168,79.78661522941934,0.1311977977742296,0.8780514423934167,-0.0831313687602874,0,0.0978099763569521,0.0298958340691361,0.0866393253744118,8.087595260462685,0,0,0
299,80.45632537637162,0.016405298032738,96.94649583674304,-0.0096369751728905,118.67962930042124,79.83808757319113,0.1423617701342463,0.8683720320653469,-0.0965688096624787,0,0.0528209218250033,0.0355673862300389,0.0606290735405859,5.171266022068522,0,0,0
304,80.70062340803001,0.0575957529679168,96.76754628423764,-0.0050755422140418,120.33329234315502,79.08158476508841,0.1485099992920839,0.8630999872539333,-0.0837063519299757,0,0.0958849112076915,0.0491497174515282,0.1495194510010036,10.26282343944525,0,0,0
309,80.64364931537649,0.0182493340231029,96.78428196508312,0.0115560669042239,120.01056816621174,78.89925631013826,0.1498271762066772,0.8619755748221541,-0.0853282768703393,0,0.0904546458677452,0.0478794736466253,0.0697613360353278,7.573161847379603,0,0,0
314,81.04788904981622,0.1373161899316861,96.87434282182387,-0.0055811741624072,119.95449728546508,79.48534680072764,0.1427591797582675,0.8682538650273844,-0.0872703198451103,0,0.0839526133802116,0.0410438243297195,0.3442100313930615,15.344808097396822,0,0,0
319,81.31515584367132,0.0845511952400055,96.85434158975764,-0.0191794944283154,120.5114356996522,79.58317001645219,0.1499282343325453,0.8621277584650638,-0.080745695776416,0,0.1057972987011409,0.0425619245705853,0.2491613436113894,13.615943734810438,0,0,0
324,81.31259852648463,-0.1023129736946518,96.79048275138962,0.0050546515075416,120.96067601211728,79.6085018156973,0.1416717693100543,0.8692490892097952,-0.0621334967975892,0,0.168111636744583,0.0474088318804431,0.2579873661192807,17.093379458416436,0,0,0
329,81.48193272147496,-0.0105761268827254,96.90610487946223,0.0295050775147995,119.93792156238318,79.03232935890274,0.1369954536763676,0.8732687789631746,-0.074788605975091,0,0.1257418580762689,0.0386330734723949,0.0946983941354663,9.900706197325333,0,0,0
334,81.11699956936836,-0.0405496255281761,97.07033377481142,0.0215561053753038,120.53869166292388,79.24696644563957,0.1334616019410362,0.8763257890365194,-0.0737489168914819,0,0.1292227759994975,0.0261680450800797,0.1481469540169295,11.428908322084355,0,0,0
339,80.8465768519811,-0.1625115667904966,97.03384738512544,0.0172715011939581,120.4686405755517,79.39180436091969,0.148461678122535,0.8636351995324265,-0.063867849303457,0,0.1623049597119508,0.0289373743287578,0.4337233179838473,21.70569501168812,0,0,0
344,80.04687152049682,-0.0999129328204678,97.0874095268821,0.012377464249683,120.66626581692,78.63034334582926,0.1596744462993503,0.8537294665910831,-0.0701477711775798,0,0.1412795464872334,0.0248719897548057,0.2699338234878949,15.659431824094632,0,0,0
349,79.36406517278986,-0.1310566311151532,97.07674337401852,-0.0220291528828707,120.41587832895978,78.75982304949092,0.1677574743349248,0.846903425680844,-0.0515371513120496,0,0.2035885976003197,0.0256815543445109,0.3689350292805526,21.761111845322787,0,0,0
354,79.73742246486941,-0.1122087641478895,97.06331196328502,-0.0298242030488881,120.94811392279102,78.60839748144228,0.1646940716299926,0.8496598277683586,-0.0272716259490862,0,0.2848304837412087,0.0267010029365882,0.3421123350219257,25.03891429644997,0,0,0
359,79.1607555816967,0.0319998844126459,96.9348103922837,-0.0193531126966527,121.0228157440002,79.12532614720223,0.1644486445453372,0.8499743714410071,-0.0433853705752078,0,0.2308810642814166,0.0364543153946846,0.1220524935556639,15.934714328634444,0,0,0
364,79.51281970687866,0.1314021352549348,96.95702654831732,0.0138226064898837,120.34567742368928,78.81043699749759,0.1571979225291467,0.8562401907009317,-0.058620127232675,0,0.1798745294037827,0.0347681016797438,0.3498580521892375,20.18483006946114,0,0,0
369,79.85587317169934,0.109245453406539,96.88804317415324,-0.0030500620284791,121.1210012811554,78.41515940955065,0.1446888706119389,0.8667182383119477,-0.0414883958110606,0,0.2372322067147971,0.0400039629800638,0.2699462446053719,20.76007693350229,0,0,0
374,80.59700142266738,0.1839615033515423,96.85060866365312,0.0074502151987901,121.40915789716004,79.37553069548076,0.1451491352916979,0.8664038965332602,-0.0483942099441714,0,0.2141112828064836,0.0428452549174192,0.4619434309539434,25.420772167290867,0,0,0
379,81.32827736105311,0.0648170444662673,96.9444117237339,0.0026671233743029,121.76737281620724,79.43045677479812,0.1362739285684066,0.8738494796759582,-0.0716033985039483,0,0.1364060517763836,0.0357255711083866,0.1611992077679021,12.37079024402398,0,0,0
384,80.5956828309902,-0.082431984830481,96.92788458751834,-0.0016885169674582,122.67928054416797,79.75371848212234,0.1375918809009517,0.8726758618712576,-0.0767375592514075,0,0.1192166896408026,0.03697998630574,0.2015718392289253,12.747589385022692,0,0,0
389,80.90084763728264,-0.0828060215678374,96.9105803324326,-0.0155493457362367,122.33588385365589,79.96081124563291,0.1388018182263509,0.8713975648915601,-0.0658504240476576,0,0.1556672253449881,0.0382933850867103,0.2361166482264543,15.632728415777242,0,0,0
394,80.48272670044862,-0.0846203449762093,96.87732550218298,0.0177579964531285,120.51757756354183,79.5862891103355,0.1484050783085492,0.863029588799771,-0.076916558155382,0,0.1186173946179866,0.0408174378872943,0.2458794993541549,14.123603469269868,0,0,0
399,80.53904326879062,-0.0865608297161353,96.98549289325751,0.0066557640329426,119.86261172510343,80.21717528934322,0.1482646158400941,0.8633808641546997,-0.1041219517502439,0,0.0275327197225766,0.0326074965246608,0.223646003466067,8.738166020604062,0,0,0
404,79.86864975451941,-0.0068969820910682,97.03423575546094,0.0104742980503693,119.57957933990976,80.34198591529666,0.1504811799752272,0.8617418785667191,-0.1086464115574452,0,0.0123846591301318,0.0289078968896734,0.0395865284535052,2.384986747905218,0,0,0
409,79.62934896878924,0.0726833475293737,97.05192188939569,0.0180120036258239,118.44351861521372,80.41256555888889,0.1547777243375422,0.8579503335944072,-0.0558821221140356,0,0.1890414729079686,0.0275655133756275,0.2175275161642733,16.52920939783918,0,0,0
414,80.30464111088295,-0.0271447863208072,97.06149711385156,0.0037066943672556,116.43740267123052,80.24365865006759,0.1541534717983357,0.858504155935878,-0.0636710098509905,0,0.1629639855581305,0.0268387506189773,0.0722999357513023,10.85397236282514,0,0,0
419,80.5498604677272,0.1088675468103375,97.08134409590212,-0.0191350536520214,116.42640141823944,79.86977367624887,0.1434125510590699,0.867943345650847,-0.0491999370589114,0,0.211413678302266,0.0253323580061808,0.3080637984342849,20.31924502826547,0,0,0
424,81.4462822355486,0.1738494347726379,97.02191450956124,-0.0132699403465114,117.61287500884272,80.4976902271152,0.1462340988711029,0.8657194573024114,-0.0408577260013294,0,0.2393437128169021,0.0298430835974808,0.4515268812564339,26.109853750487744,0,0,0
429,81.31106418005503,0.0966680466277887,96.97266585967944,-0.0167966183789864,117.98810128085408,80.02750931342028,0.149758873002381,0.8625526107988809,-0.0674852058417477,0,0.1501939147780805,0.0335810726873704,0.2727835070037053,16.364822402762595,0,0,0
434,81.09516207905787,-0.052767819364851,96.94266785535868,-0.0048327386234744,117.03271234172615,79.51135028208499,0.1468715257066895,0.8647891979682979,-0.054088076479387,0,0.1950480047675318,0.0358579313045817,0.1372139151492436,14.585976318945534,0,0,0
439,81.18663974813002,-0.1109970678129802,96.89854300490848,0.0065973866156286,117.86940741889632,79.07082701783526,0.144555682081836,0.8667749608773604,-0.0512105873846504,0,0.2046819458386388,0.0392070222943189,0.2828055747721555,19.502404980982988,0,0,0
444,81.03175116987917,-0.1776297388458632,97.0007549011681,0.0219312513020051,118.62544624358364,78.53388305920193,0.1470847443930537,0.8646514263029004,-0.0304067771785208,0,0.2743338802098074,0.0314491049911586,0.4817198756758509,28.797272380589067,0,0,0
449,80.15117038067265,-0.1914665058478128,96.98306630202651,0.0053378915754555,119.78779097519296,78.76228056099997,0.1546837856909875,0.8580037326104027,-0.0743084067325752,0,0.1273495830936286,0.0327916756152322,0.4750302466720333,21.27422006714708,0,0,0
454,79.0779826581493,-0.0630463244646763,96.9830015910578,0.0017853927540333,119.80892561555504,78.46854336254684,0.1414729075467634,0.8693002634887613,-0.0665959830611958,0,0.1531710658931249,0.0327965871995231,0.1547623081661417,12.957354283630965,0,0,0
459,78.59564086257838,-0.0761122437480148,97.02096742037313,-0.0029230856301901,120.28911126076666,77.5942301071861,0.1397927564221169,0.8708780581100742,-0.0510724083320781,0,0.2051445744728109,0.0299149679853956,0.1892312723381798,16.53246625349385,0,0,0
464,78.78505894970749,-0.083487945571893,97.10227932497352,0.011238767517718,121.55809751419018,77.63262961943201,0.1374195390026681,0.872877142037573,-0.02645837536837,0,0.2875532770907977,0.0237433670784886,0.2273107226135511,21.671852874516198,0,0,0
469,78.5267481959112,-0.0037351540604817,97.1240479346014,0.0037920821014582,121.3387628472582,77.58339102406777,0.1314921479618983,0.8779233517635767,-0.0348533244240925,0,0.2594466737866491,0.0220911222862681,0.0156972532869458,13.885073733666196,0,0,0
474,78.40662957280952,0.0553688315466983,96.96240114063254,0.001133335718194,120.57929933260058,78.2547650557558,0.1295992664988031,0.879568241034304,-0.0624847326681876,0,0.1669356859180123,0.0343601683153762,0.1345483685215428,13.070438717854424,0,0,0
479,79.20030719208056,0.1517162912438691,96.95138987452036,-0.0191014845705557,118.88846782890316,77.81908400636418,0.1332619129007245,0.8764470536865718,-0.0164827754940383,0,0.3209519584321257,0.0351959271167235,0.4119665753235635,29.110513723647664,0,0,0
484,79.02958439783012,0.0596367250067312,96.93127266463428,-0.0231113658467994,119.40448122789044,77.59520794861591,0.1436193871615825,0.8674959505928181,-0.0340365778678966,0,0.2621811717928496,0.0367228301131237,0.1982413073092327,19.79075441118194,0,0,0
489,79.31266291574646,-0.0184675054917867,96.98318059737976,-0.0065826338381199,119.03783916479176,78.08789896841819,0.1509847226049701,0.861272879202191,-0.0526996755637521,0,0.199696422941823,0.0327830005594811,0.0582213883241698,12.387122808005868,0,0,0
494,79.70606841980685,0.041621758660288,96.97011093926976,0.0255803085433768,119.64040767534338,77.7951263181151,0.1462674156725401,0.8653610393475784,-0.0483091147570032,0,0.2143961846746131,0.0337749920057636,0.1605146131283688,16.210747467696997,0,0,0
499,79.47317142684545,-0.0371970141428712,97.04909730540176,0.0468220787825957,119.42582231452428,78.56864611122948,0.1532655348041646,0.8594154215642095,-0.0478898544932314,0,0.2157998837127859,0.0277799002507603,0.2013257427604548,17.385364473468147,0,0,0
504,79.51816612133454,-0.0748182309116914,97.14064986831468,0.0282825642415689,120.00094787348574,78.09003974018388,0.1518611996602618,0.8606473623198171,-0.0489147728777161,0,0.2123684186424643,0.0208310299336812,0.2476327316478987,18.46402348023381,0,0,0
509,78.67861748580599,-0.004455307341223,97.30109029494028,0.0188343419495328,121.14450866475568,78.09329991537744,0.1473672318474183,0.8646198447278085,-0.0339517978675767,0,0.262465018403627,0.0086535475916677,0.0539490759431147,14.914794150308149,0,0,0
514,78.96495862200862,-0.046497984762818,97.4151022744643,0.0056903517135487,121.4146328232826,78.95429293674034,0.1405253633979833,0.8704314819694424,-0.0538351503707533,0,0.1958948108354952,0.0,0.1240796738525941,13.517130757352586,0,0,0
519,79.21625029409562,-0.0272371457539689,97.33254203301898,-0.0157451021660661,119.95670036771948,78.96993779032587,0.1333253808900776,0.8763575335577335,-0.0758744471917,0,0.1221064210862471,0.0062663500932903,0.1017385726559757,9.282805235857438,0,0,0
524,78.69983881072862,0.0452369497281459,97.34147173153264,-0.0055980144451825,119.70694055551476,79.3645957561372,0.1311446296151623,0.8782202247905802,-0.0954009278863654,0,0.0567310336755316,0.0055885829727661,0.120795344422797,6.572183675915816,0,0,0
529,78.69777006008759,-0.0163839289495726,97.25906029159664,-0.0056904141500049,120.19486275508147,79.35061933496195,0.1279555735663967,0.8810364780688494,-0.0899191992055629,0,0.0750840662466183,0.0118436389814542,0.0509998018365431,5.521070147056297,0,0,0
534,78.34831911689575,-0.0440886704870004,97.24007203808335,-0.0221766759844955,120.75355773101448,79.39688884220475,0.1355846212012569,0.8742975781277139,-0.0614474686973938,0,0.1704084844728666,0.0132848538094537,0.1582414031171569,13.533363393347114,0,0,0
539,78.38661170384295,-0.0901883238360682,97.1821211057479,-0.0098087182438313,120.60752405608304,80.4398691623359,0.1305934973389135,0.8786034386556504,-0.0749843309612587,0,0.1250865635049247,0.0176833490644265,0.2401006227531195,13.811013839128355,0,0,0
544,78.77467032936052,0.0129837725655683,97.1381069829713,0.0036350114825203,120.44876915163267,79.86525221304028,0.1390236427849487,0.8712907795455485,-0.1007260598740299,0,0.0389022926878188,0.0210240357864962,0.0377603901029234,3.4984070532085694,0,0,0
549,78.62460926612853,0.0823981391504854,97.12422978074449,-0.0155518097381775,120.81985038943444,79.97510782063287,0.1367628169613958,0.8733852025300642,-0.0665411718182703,0,0.1533545759836911,0.022077320102849,0.2351327891433862,15.163258875543129,0,0,0
554,79.02165197970763,0.1515864823731292,97.13692443381515,0.0109134728804847,120.99814799889386,80.04153769466146,0.1380471790251389,0.8722641894056103,-0.0546126735674453,0,0.1932916341033745,0.0211137916651755,0.3917811002711234,21.84029054660593,0,0,0
559,79.1814381476872,0.0854121012451446,97.09490887835472,-0.0024225911819514,120.60424866290036,80.27206616644447,0.1377832962142985,0.8723910811236695,-0.0902551795684884,0,0.0739591914301007,0.0243027864557677,0.21058534243409,10.501575573643091,0,0,0
564,80.01916441787529,0.0846748688028618,96.95004182897836,-0.0357078091937101,119.52803652932438,80.87550931404826,0.1409910511810211,0.8696935024749399,-0.058298145104729,0,0.1809525376062309,0.0352982442267513,0.2895719647008967,18.440750705873477,0,0,0
569,79.75353283369301,-0.1080292184958167,96.81885490952348,-0.038270936066592,119.45740578051928,80.6059017558232,0.1506164143196534,0.8612080215725011,-0.0478160154203052,0,0.2160470996895963,0.045255375535639,0.3524678366203681,22.281497593803643,0,0,0
574,79.68753026833059,-0.0097354096892677,96.81760989034198,-0.0087655931681702,118.18793091701454,80.86515081234543,0.1507641939117698,0.8611536050359067,-0.0628895009218485,0,0.16558050667151,0.0453498729102535,0.0423281107626307,10.455866114659491,0,0,0
579,80.031206950891,0.0230285703641506,96.8037272569256,-0.01692963773707,119.4861064116629,81.55300169233496,0.1482140057625499,0.8633247560305343,-0.0687435718697049,0,0.1459808582694053,0.0464035694557198,0.0943999098567489,11.059111598287132,0,0,0
